Наименование;"Наименование артикула";"Код артикула";Валюта;Цена;"Доступен для заказа";"Зачеркнутая цена";"Закупочная цена";"Краткое описание";Описание;Теги;Заголовок;"META Keywords";"META Description";"Ссылка на витрину";Производитель;Объем;Размеры;Изображения
"Рубель круглый с бубенцами";"";"бр-рб-05";"RUB";"536Р";"1";"";"";"";"Рубель круглый с бубенцами без росписи";"";"Рубель круглый с бубенцами";"";"";"rubel-kruglyy-s-bubentsami";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/rubel-krugliy-s-bubentcami-br-460x460.jpg"
"Рубель круглый с бубенцами";"";"т2-рб-05";"RUB";"581Р";"1";"";"";"";"";"";"Рубель круглый с бубенцами";"";"";"rubel-kruglyy-s-bubentsami";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/rubel-krugliy-s-bubentcami-t2-460x460.jpg"
"Рубель круглый с бубенцами";"";"к2-рб-05";"RUB";"827Р";"1";"";"";"";"Я совершенно новый музыкальный инструмент. Могу играть, как рубель, звенеть, как бубенцы, петь, как деревянный колокольчик, могу исполнить мелодию в диапазоне 7 нот. Давайте дружить!
Это все тот же Вам известный инструмент-утюг, но претерпевший некоторые изменения.";"";"Рубель круглый с бубенцами";"";"";"rubel-kruglyy-s-bubentsami";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/rubel-krugliy-s-bubentcami-k2_3-460x460.jpg"
"Рубель круглый большой";"";"бр-рб-04";"RUB";"686Р";"1";"";"";"";"";"";"Рубель круглый большой";"";"";"rubel-kruglyy-bolshoy";"";"";"";"https://masteras.ru/wp-content/uploads/2017/01/IMGP8579-1-460x460.jpg"
"Рубель круглый большой";"";"к1-рб-04";"RUB";"1399Р";"1";"";"";"";"Это все тот же Вам известный инструмент-утюг, но претерпевший некоторые изменения.";"";"Рубель круглый большой";"";"";"rubel-kruglyy-bolshoy";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/rubel-krugliy-bolshoy-1k-460x460.jpg"
"Рубель круглый большой";"";"т2-рб-04";"RUB";"689Р";"1";"";"";"";"";"";"Рубель круглый большой";"";"";"rubel-kruglyy-bolshoy";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/rubel-krugliy-bolshoy-t2-460x460.jpg"
"Рубель круглый большой";"";"к2-рб-04";"RUB";"957Р";"1";"";"";"";"Это все тот же Вам известный инструмент-утюг, но претерпевший некоторые изменения.";"";"Рубель круглый большой";"";"";"rubel-kruglyy-bolshoy";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/rubel-krugliy-bolshoy-k2-460x460.jpg"
"Рубель из падука с двумя резонаторами";"";"эд-рб-03";"RUB";"8863Р";"1";"";"";"";"Рубель, так же как и ложки, — предмет повседневного обихода русского народа. В прежние времена, когда утюга еще не было, белье гладили, накручивая его во влажном состоянии на скалку и затем продолжительное время укатывая, утрамбовывая рубелем. Возможно, что кто-то когда-то случайно провел по его зубцам другим упругим предметом и получился искристый каскад звуков, похожий на тот, который мы извлекаем палкой из досок забора. Как видите, музыкальные инструменты, в особенности ударные, рождает сама жизнь, нередко и наш быт. Нужно только уметь быть наблюдательным, находчивым и изобретательным. Отличие музыкального рубеля от бытового в том, что первый пустотелый, второй цельный. Пустотелый, естественно, звучит более громко, гулко. Рубелем хорошо подчеркивается исполнение всякого рода коротких арпеджио или форшлагов. Злоупотреблять им не следует, так как звучание его может быстро приесться.";"";"Рубель из падука с двумя резонаторами";"";"";"rubel-iz-paduka-s-dvumya-rezonatorami";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/rubel-s-dvumya-rezonatorami-padouk-460x460.jpg"
"Рубель";"";"бр-рб-01";"RUB";"625Р";"1";"";"";"";"Рубель, так же как и ложки, — предмет повседневного обихода русского народа. В прежние времена, когда утюга еще не было, белье гладили, накручивая его во влажном состоянии на скалку и затем продолжительное время укатывая, утрамбовывая рубелем. Возможно, что кто-то когда-то случайно провел по его зубцам другим упругим предметом и получился искристый каскад звуков, похожий на тот, который мы извлекаем палкой из досок забора. Как видите, музыкальные инструменты, в особенности ударные, рождает сама жизнь, нередко и наш быт. Нужно только уметь быть наблюдательным, находчивым и изобретательным. Отличие музыкального рубеля от бытового в том, что первый пустотелый, второй цельный. Пустотелый, естественно, звучит более громко, гулко. Рубелем хорошо подчеркивается исполнение всякого рода коротких арпеджио или форшлагов. Злоупотреблять им не следует, так как звучание его может быстро приесться.";"";"Рубель";"";"";"rubel";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/IMGP8582-3-460x460.jpg"
"Рубель";"";"т2-рб-01";"RUB";"675Р";"1";"";"";"";"";"";"Рубель";"";"";"rubel";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/rubel-t2-460x460.jpg"
"Рубель";"";"к2-рб-01";"RUB";"936Р";"1";"";"";"";"Рубель, так же как и ложки, — предмет повседневного обихода русского народа. В прежние времена, когда утюга еще не было, белье гладили, накручивая его во влажном состоянии на скалку и затем продолжительное время укатывая, утрамбовывая рубелем. Возможно, что кто-то когда-то случайно провел по его зубцам другим упругим предметом и получился искристый каскад звуков, похожий на тот, который мы извлекаем палкой из досок забора. Как видите, музыкальные инструменты, в особенности ударные, рождает сама жизнь, нередко и наш быт. Нужно только уметь быть наблюдательным, находчивым и изобретательным. Отличие музыкального рубеля от бытового в том, что первый пустотелый, второй цельный. Пустотелый, естественно, звучит более громко, гулко. Рубелем хорошо подчеркивается исполнение всякого рода коротких арпеджио или форшлагов. Злоупотреблять им не следует, так как звучание его может быстро приесться.";"";"Рубель";"";"";"rubel";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/rubel-k2-460x460.jpg"
"Погремушка-цилиндр";"";"бр-пг-03";"RUB";"352Р";"1";"";"";"";"Погремушка цилиндр без росписи";"";"Погремушка-цилиндр";"";"";"pogremushka-tsilindr";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/pogremushka-cilindr-br-460x460.jpg"
"Погремушка-цилиндр";"";"т2-пг-03";"RUB";"396Р";"1";"";"";"";"";"";"Погремушка-цилиндр";"";"";"pogremushka-tsilindr";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/pogremushka-cilindr-t2-460x460.jpg"
"Погремушка-цилиндр";"";"к2-пг-03";"RUB";"594Р";"1";"";"";"";"Внутри сыпучий материал, снаружи яркая роспись, а что вокруг? Веселый звук!
Погремушка, наверное, самый любимый детьми, да и взрослыми шумовой инструмент. У нас представлены погремушки разной формы, но содержание у них одно. На них нужно просто играть и радоваться!";"";"Погремушка-цилиндр";"";"";"pogremushka-tsilindr";"";"";"";"https://masteras.ru/wp-content/uploads/2015/12/pogremushka-cilindr-2k-460x460.jpg"
"Погремушка-матрёшка средняя";"";"т1-пг-11";"RUB";"545Р";"1";"";"";"";"";"";"Погремушка-матрёшка средняя";"";"";"pogremushka-matrёshka-srednyaya";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/pogremushka-matrjoshka-srednjaja-t1-460x460.jpg"
"Погремушка-матрёшка средняя";"";"к1-пг-11";"RUB";"737Р";"1";"";"";"";"Наши матрешки необыкновенно музыкальные и все поют разными голосами. Есть мальчики и девочки, кавалеры и барышни. Хотите познакомиться?
Погремушка, наверное, самый любимый детьми, да и взрослыми шумовой инструмент. У нас представлены погремушки разной формы, но содержание у них одно. На них нужно просто играть и радоваться!";"";"Погремушка-матрёшка средняя";"";"";"pogremushka-matrёshka-srednyaya";"";"";"";"https://masteras.ru/wp-content/uploads/2015/12/pogremushka-matrjoshka-srednyaya-1k-m-460x460.jpg"
"Погремушка-матрёшка малая";"";"т1-пг-10";"RUB";"418Р";"1";"";"";"";"";"";"Погремушка-матрёшка малая";"";"";"pogremushka-matrёshka-malaya";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/pogremushka-matrjoshka-malaya-t1-460x460.jpg"
"Погремушка-матрёшка малая";"";"к1-пг-10";"RUB";"594Р";"1";"";"";"";"Погремушка, наверное, самый любимый детьми, да и взрослыми шумовой инструмент. У нас представлены погремушки разной формы, но содержание у них одно. На них нужно просто играть и радоваться!";"";"Погремушка-матрёшка малая";"";"";"pogremushka-matrёshka-malaya";"";"";"";"https://masteras.ru/wp-content/uploads/2015/12/pogremushka-matrjoshka-malaya-1k-d-460x460.jpg"
"Погремушка-матрёшка большая";"";"к1-пг-12";"RUB";"885Р";"1";"";"";"";"Погремушка, наверное, самый любимый детьми, да и взрослыми шумовой инструмент. У нас представлены погремушки разной формы, но содержание у них одно. На них нужно просто играть и радоваться!";"";"Погремушка-матрёшка большая";"";"";"pogremushka-matrёshka-bolshaya";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/pogremushka-matrjoshka-bolshaya-1k-d-460x460.jpg"
"Погремушка-бочонок средняя";"";"т1-пг-08";"RUB";"569Р";"1";"";"";"";"";"";"Погремушка-бочонок средняя";"";"";"pogremushka-bochonok-srednyaya";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/pogremushka-bochonok-srednjaja-t1-460x460.jpg"
"Погремушка-бочонок средняя";"";"к1-пг-08";"RUB";"784Р";"1";"";"";"";"В этих чудесных бочонках тоже живет музыка, причем в каждом своя.
Погремушка, наверное, самый любимый детьми, да и взрослыми шумовой инструмент. У нас представлены погремушки разной формы, но содержание у них одно. На них нужно просто играть и радоваться!";"";"Погремушка-бочонок средняя";"";"";"pogremushka-bochonok-srednyaya";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/pogremushka-bochonok-srednaya-1k-460x460.jpg"
"Погремушка-бочонок малая";"";"т1-пг-07";"RUB";"418Р";"1";"";"";"";"";"";"Погремушка-бочонок малая";"";"";"pogremushka-bochonok-malaya";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/pogremushka-bochonok-malaya-t1-460x460.jpg"
"Погремушка-бочонок малая";"";"к1-пг-07";"RUB";"590Р";"1";"";"";"";"Погремушка, наверное, самый любимый детьми, да и взрослыми шумовой инструмент. У нас представлены погремушки разной формы, но содержание у них одно. На них нужно просто играть и радоваться!";"";"Погремушка-бочонок малая";"";"";"pogremushka-bochonok-malaya";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/pogremushka-bochonok-malaya-1k-460x460.jpg"
"Погремушка-бочонок большая";"";"т1-пг-09";"RUB";"699Р";"1";"";"";"";"";"";"Погремушка-бочонок большая";"";"";"pogremushka-bochonok-bolshaya";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/pogremushka-bochonok-bolshaya-t1-460x460.jpg"
"Погремушка-бочонок большая";"";"к1-пг-09";"RUB";"885Р";"1";"";"";"";"Погремушка, наверное, самый любимый детьми, да и взрослыми шумовой инструмент. У нас представлены погремушки разной формы, но содержание у них одно. На них нужно просто играть и радоваться!";"";"Погремушка-бочонок большая";"";"";"pogremushka-bochonok-bolshaya";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/pogremushka-bochonok-bolshaya-1k-460x460.jpg"
"Погремушка с бубенцами";"";"сп-бц-01";"RUB";"883Р";"1";"";"";"";"";"";"Погремушка с бубенцами";"";"";"pogremushka-s-bubentsami";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/pogremushka-s-21-bubentsom-460x460.jpg"
"Погремушка ребристая";"";"бр-пг-04";"RUB";"460Р";"1";"";"";"";"Погремушка ребристая без росписи";"";"Погремушка ребристая";"";"";"pogremushka-rebristaya";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/pogremushka-rebristaya-br-460x460.jpg"
"Погремушка ребристая";"";"т2-пг-04";"RUB";"505Р";"1";"";"";"";"";"";"Погремушка ребристая";"";"";"pogremushka-rebristaya";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/pogremushka-rebristaja-t2-460x460.jpg"
"Погремушка ребристая";"";"к2-пг-04";"RUB";"689Р";"1";"";"";"";"Здесь 3 музыкальных инструмента: погремушка, рубель, барабан.
Погремушка, наверное, самый любимый детьми, да и взрослыми шумовой инструмент. У нас представлены погремушки разной формы, но содержание у них одно. На них нужно просто играть и радоваться!";"";"Погремушка ребристая";"";"";"pogremushka-rebristaya";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/pogremushka-rebristaya-k2-460x460.jpg"
"Погремушка малая";"";"бр-пг-01";"RUB";"352Р";"1";"";"";"";"Погремушка малая без росписи";"";"Погремушка малая";"";"";"pogremushka-malaya";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/pogremushka-malaya-br-460x460.jpg"
"Погремушка малая";"";"т2-пг-01";"RUB";"396Р";"1";"";"";"";"";"";"Погремушка малая";"";"";"pogremushka-malaya";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/pogremushka-malaya-t2-460x460.jpg"
"Погремушка малая";"";"к2-пг-01";"RUB";"594Р";"1";"";"";"";"Теплое дерево и веселая Городецкая роспись будут хорошим добрый подарком для ребенка.
Погремушка, наверное, самый любимый детьми, да и взрослыми шумовой инструмент. У нас представлены погремушки разной формы, но содержание у них одно. На них нужно просто играть и радоваться!";"";"Погремушка малая";"";"";"pogremushka-malaya";"";"";"";"https://masteras.ru/wp-content/uploads/2015/12/pogremushka-malaya-k2_2-460x460.jpg"
"Погремушка комбинированная";"";"к1-пг-05";"RUB";"1371Р";"1";"";"";"";"А кто-то увидит в этом инструменте подставку для карандашей и ручек…
И будет прав.
Погремушка, наверное, самый любимый детьми, да и взрослыми шумовой инструмент. У нас представлены погремушки разной формы, но содержание у них одно. На них нужно просто играть и радоваться!";"";"Погремушка комбинированная";"";"";"pogremushka-kombinirovannaya";"";"";"";"https://masteras.ru/wp-content/uploads/2015/12/pogremushka-kombinirovannaya-1k_3-460x460.jpg"
"Погремушка комбинированная";"";"бр-пг-05";"RUB";"555Р";"1";"";"";"";"Погремушка комбинированная без росписи";"";"Погремушка комбинированная";"";"";"pogremushka-kombinirovannaya";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/pogremushka-kombinirovannaya-br-460x460.jpg"
"Погремушка комбинированная";"";"т2-пг-05";"RUB";"599Р";"1";"";"";"";"";"";"Погремушка комбинированная";"";"";"pogremushka-kombinirovannaya";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/pogremushka-kombinirovannaya-t2-460x460.jpg"
"Погремушка комбинированная";"";"к2-пг-05";"RUB";"825Р";"1";"";"";"";"Super музыкальная игрушка! 5 в 1

Погремушка
Колокольчик
Круглый рубель
Тон-блок
Тональный тон-блок (7 нот)

Это все тот же Вам известный инструмент-утюг, но претерпевший некоторые изменения. Он представляет собой небольшой цилиндр, внутри которого находится мелкая дробь. Правда необычно?";"";"Погремушка комбинированная";"";"";"pogremushka-kombinirovannaya";"";"";"";"https://masteras.ru/wp-content/uploads/2015/12/pogremushka-kombinirovannaya-k2-460x460.jpg"
"Погремушка большая";"";"к1-пг-02";"RUB";"885Р";"1";"";"";"";"Погремушка, наверное, самый любимый детьми, да и взрослыми шумовой инструмент. У нас представлены погремушки разной формы, но содержание у них одно. На них нужно просто играть и радоваться!";"";"Погремушка большая";"";"";"pogremushka-bolshaya";"";"";"";"https://masteras.ru/wp-content/uploads/2015/12/pogremushka-bolshaya-1k-460x460.jpg"
"Погремушка большая";"";"бр-пг-02";"RUB";"395Р";"1";"";"";"";"Погремушка большая без росписи";"";"Погремушка большая";"";"";"pogremushka-bolshaya";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/pogremushka-bolshaya-br-460x460.jpg"
"Погремушка большая";"";"т2-пг-02";"RUB";"453Р";"1";"";"";"";"";"";"Погремушка большая";"";"";"pogremushka-bolshaya";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/pogremushka-bolshaya-t2-460x460.jpg"
"Погремушка большая";"";"к2-пг-02";"RUB";"659Р";"1";"";"";"";"Погремушка, наверное, самый любимый детьми, да и взрослыми шумовой инструмент. У нас представлены погремушки разной формы, но содержание у них одно. На них нужно просто играть и радоваться!";"";"Погремушка большая";"";"";"pogremushka-bolshaya";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/pogremushka-bolshaya-k2-460x460.jpg"
"Погремушка";"";"кп-пг-01";"RUB";"247Р";"1";"";"";"";"Погремушка, наверное, самый любимый детьми, да и взрослыми шумовой инструмент. У нас представлены погремушки разной формы, но содержание у них одно. На них нужно просто играть и радоваться!";"";"Погремушка";"";"";"pogremushka";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/pogremushka-karapuz-460x460.jpg"
"Пастуший барабан";"";"к1-пб-01";"RUB";"3684Р";"1";"";"";"";"Древнейший русский народный шумовой инструмент. Материал — высококачественный, пропаренный и специально высушенный клён или берёза. Высокоточное оборудование и инновационные технологии, тестирование всех компонентов и многолетний опыт работы мастеров-музыкантов позволяет изготавливать эксклюзивные инструменты, которые порадуют вас прекрасным звучанием, надёжностью и продуманным дизайном.
Каждый пастуший барабан расписан Хохломской или Городецкой росписью руками профессиональных художников. Пастуший барабан — общепринятое название пастушьего ударного инструмента, издавна бытующего в Архангельской, Ивановской, Костромской, Вологодской областях. Инструмент имеет и другие диалектные названия: пастушня, пастухалка, брякалка, стукоталка. В практике народного музицирования барабанка используется пастухами как сигнальный инструмент во время работы: при утреннем выгоне скота, сборе стада, для отпугивания зверей во время пастьбы, при вечернем возвращении в деревню.
Барабанка представляет собой обыкновенную деревянную доску прямоугольной формы со слегка скошенными или закруглёнными верхними углами. При помощи ремешка инструмент подвешивают на шею на упровне груди и ударяют по нему деревянными палочками.Иногда в доске просверливают отверстия, которые делают звучание звонким, с хорошим резонирующим эффектом. Изменения высоты звука и тембровой окраски инструмента зависит от силы удара палочек по доске, смены мест расположения точек ударов, от предметов, отражающих звук. Нередки случаи, когда под дроби барабана отплясывают, поют частушки.";"";"Пастуший барабан";"";"";"pastushiy-baraban";"";"";"";"https://masteras.ru/wp-content/uploads/2015/12/pastushiy-baraban-1k-2-460x460.jpg"
"Пастуший барабан";"";"т2-пб-01";"RUB";"503Р";"1";"";"";"";"";"";"Пастуший барабан";"";"";"pastushiy-baraban";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/pastushiy-baraban-t2-460x460.jpg"
"Пастуший барабан";"";"к2-пб-01";"RUB";"739Р";"1";"";"";"";"Древнейший русский народный шумовой инструмент. Материал — высококачественный, пропаренный и специально высушенный клён или берёза. Высокоточное оборудование и инновационные технологии, тестирование всех компонентов и многолетний опыт работы мастеров-музыкантов позволяет изготавливать эксклюзивные инструменты, которые порадуют вас прекрасным звучанием, надёжностью и продуманным дизайном.
Каждый пастуший барабан расписан Хохломской или Городецкой росписью руками профессиональных художников. Пастуший барабан — общепринятое название пастушьего ударного инструмента, издавна бытующего в Архангельской, Ивановской, Костромской, Вологодской областях. Инструмент имеет и другие диалектные названия: пастушня, пастухалка, брякалка, стукоталка. В практике народного музицирования барабанка используется пастухами как сигнальный инструмент во время работы: при утреннем выгоне скота, сборе стада, для отпугивания зверей во время пастьбы, при вечернем возвращении в деревню.
Барабанка представляет собой обыкновенную деревянную доску прямоугольной формы со слегка скошенными или закруглёнными верхними углами. При помощи ремешка инструмент подвешивают на шею на упровне груди и ударяют по нему деревянными палочками.Иногда в доске просверливают отверстия, которые делают звучание звонким, с хорошим резонирующим эффектом. Изменения высоты звука и тембровой окраски инструмента зависит от силы удара палочек по доске, смены мест расположения точек ударов, от предметов, отражающих звук. Нередки случаи, когда под дроби барабана отплясывают, поют частушки.";"";"Пастуший барабан";"";"";"pastushiy-baraban";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/pastushiy-baraban-k2-460x460.jpg"
"Палочки музыкальные";"";"к1-пл-01";"RUB";"350Р";"1";"";"";"";"Этот инструмент можно встретить, как в детских, так и профессиональных музыкальных коллективах. Даже маленькие дети, ударив палочками друг о друга для заинтересованной публики могут исполнить достойную импровизацию.";"";"Палочки музыкальные";"";"";"palochki-muzykalnye";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/palochki-muzikalnie-1k-460x460.jpg"
"Пазл";"";"су-пз-01";"RUB";"716Р";"1";"";"";"";"При заказе обратите внимание на вкладку «Техническое описание». В ней показаны варианты росписи пазла. Укажите код понравившейся росписи в примечании к заказу.
Самой интересной головоломкой для ребенка по праву являются пазлы. Эти самые доступные игрушки развивают внимание, память, воображение, логическое мышление. Такие чудо-картинки весьма полезны для развития мелкой моторики и познавательных способностей ребенка. Предлагаемые пазлы уникальны в своем роде.
Они выполнены из благородного дерева с настоящей живой Городецкой росписью. Из-под кисти художника появляются райские птицы, вороные кони, сказочные петухи, яркие цветочные композиции и многое другое. Ребенок знакомится с народными художественными промыслами, приобщаясь к сокровищам национальной культуры.
Музыкальный сувенир
Коробка, в которой помещается изделие, выполнена с двойным дном, где находится музыкальный сюрприз (один из деревянных музыкальных инструментов производства Мастерской Сереброва). Эту забавную вещицу ребенок может самостоятельно расписать, глядя на работу профессионального художника.
Городецкое панно
Вдоволь наигравшись пазлами их можно наклеить на твёрдый картон или фанеру. В этом случае Вы будете обладателем высокохудожественного панно, которое, несомненно, украсит комнату Вашего ребенка. А можно собрать картинную галерею по мотивам «Городецкой росписи», используя пазлы, изготовленные в Мастерской Сереброва.
Материал: бук
Пазл расписан на предприятиях нижегородских художественных промыслов.
 ";"";"Пазл";"";"";"pazl";"";"";"";"https://masteras.ru/wp-content/uploads/2015/12/pazl-2-460x460.jpg"
"Музыкальный конструктор «Умелец»";"";"к2-мк-03";"RUB";"2250Р";"1";"";"";"";"";"";"Музыкальный конструктор «Умелец»";"";"";"muzykalnyy-konstruktor-171umelets187";"";"";"";"https://masteras.ru/wp-content/uploads/2017/02/IMG_2522-1-460x345.jpg"
"Музыкальный конструктор «Кудесник»";"";"к2-мк-04";"RUB";"2250Р";"1";"";"";"";"";"";"Музыкальный конструктор «Кудесник»";"";"";"muzykalnyy-konstruktor-171kudesnik187";"";"";"";"https://masteras.ru/wp-content/uploads/2017/02/IMG_2496-1-460x345.jpg"
"Музыкальный конструктор «Затейник»";"";"к2-мк-02";"RUB";"2430Р";"1";"";"";"";"";"";"Музыкальный конструктор «Затейник»";"";"";"muzykalnyy-konstruktor-171zateynik187";"";"";"";"https://masteras.ru/wp-content/uploads/2017/02/IMG_2539-1-460x345.jpg"
"Музыкальный конструктор «Волшебник»";"";"к2-мк-01";"RUB";"2430Р";"1";"";"";"";"";"";"Музыкальный конструктор «Волшебник»";"";"";"muzykalnyy-konstruktor-171volshebnik187";"";"";"";"https://masteras.ru/wp-content/uploads/2017/02/IMG_2488-1-460x345.jpg"
"Ложки веерные с бубенцами";"";"т2-лж-07";"RUB";"868Р";"1";"";"";"";"";"";"Ложки веерные с бубенцами";"";"";"lozhki-veernye-s-bubentsami";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/lozhki-veernie-s-bubentcami-t2-460x460.jpg"
"Ложки веерные с бубенцами";"";"к2-лж-07";"RUB";"1043Р";"1";"";"";"";"Кто и когда первый додумался превратить наши обыкновенные столовые ложки в ударный инструмент, сказать теперь совершенно невозможно. Но то, что это и прежде и теперь самый простой, самый колоритный и распространенный инструмент русского народа, — бесспорный факт.
Наши расписные деревянные ложки популярны не только у нас, но и за рубежом. Тысячами вывозят их иностранцы к себе домой в качестве сувениров. Еще бы: легко, красиво, дешево и сразу «два зайца» — старинный предмет быта и он же — музыкальный инструмент. Деревянные ложки и половники можно купить в магазинах, на базарах или вырезать из сухого дерева самим. Есть народные мастера, специализирующиеся на изготовлении именно музыкальных ложек. Их изделия отличаются несколько большей толщиной, а значит, прочностью и большей звучностью; они используют лучшие породы древесины.
Некоторые исполнители навешивают на ложки бубенчики, украшающие цокающий перестук дополнительным звоном.";"";"Ложки веерные с бубенцами";"";"";"lozhki-veernye-s-bubentsami";"";"";"";"https://masteras.ru/wp-content/uploads/2015/12/lozhki-veernie-troyka-s-bubentcami-2k_2-460x460.jpg"
"Ложки веерные «тройка» с бубенцами";"";"т1-лж-07";"RUB";"1211Р";"1";"";"";"";"";"";"Ложки веерные «тройка» с бубенцами";"";"";"lozhki-veernye-troyka-s-bubentsami";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/lozhki-veernie-troyka-s-bubentcami-t1-460x460.jpg"
"Ложки веерные «тройка» с бубенцами";"";"к1-лж-07";"RUB";"1678Р";"1";"";"";"";"Кто и когда первый додумался превратить наши обыкновенные столовые ложки в ударный инструмент, сказать теперь совершенно невозможно. Но то, что это и прежде и теперь самый простой, самый колоритный и распространенный инструмент русского народа, — бесспорный факт. Наши расписные деревянные ложки популярны не только у нас, но и за рубежом. Тысячами вывозят их иностранцы к себе домой в качестве сувениров. Еще бы: легко, красиво, дешево и сразу «два зайца» — старинный предмет быта и он же — музыкальный инструмент. Деревянные ложки и половники можно купить в магазинах, на базарах или вырезать из сухого дерева самим. Есть народные мастера, специализирующиеся на изготовлении именно музыкальных ложек. Их изделия отличаются несколько большей толщиной, а значит, прочностью и большей звучностью; они используют лучшие породы древесины. Некоторые исполнители навешивают на ложки бубенчики, украшающие цокающий перестук дополнительным звоном.";"";"Ложки веерные «тройка» с бубенцами";"";"";"lozhki-veernye-troyka-s-bubentsami";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/lozhki-veernie-troyka-s-bubentcami-1k-460x460.jpg"
"Ложки веерные «тройка»";"";"т1-лж-06";"RUB";"1131Р";"1";"";"";"";"";"";"Ложки веерные «тройка»";"";"";"lozhki-veernye-troyka";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/lozhki-veernie-troyka-t1-460x460.jpg"
"Ложки веерные «тройка»";"";"к1-лж-06";"RUB";"1568Р";"1";"";"";"";"Кто и когда первый додумался превратить наши обыкновенные столовые ложки в ударный инструмент, сказать теперь совершенно невозможно. Но то, что это и прежде и теперь самый простой, самый колоритный и распространенный инструмент русского народа, — бесспорный факт. Наши расписные деревянные ложки популярны не только у нас, но и за рубежом. Тысячами вывозят их иностранцы к себе домой в качестве сувениров. Еще бы: легко, красиво, дешево и сразу «два зайца» — старинный предмет быта и он же — музыкальный инструмент. Деревянные ложки и половники можно купить в магазинах, на базарах или вырезать из сухого дерева самим. Есть народные мастера, специализирующиеся на изготовлении именно музыкальных ложек. Их изделия отличаются несколько большей толщиной, а значит, прочностью и большей звучностью; они используют лучшие породы древесины. Некоторые исполнители навешивают на ложки бубенчики, украшающие цокающий перестук дополнительным звоном.";"";"Ложки веерные «тройка»";"";"";"lozhki-veernye-troyka";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/lozhki-veernie-troyka-1k-460x460.jpg"
"Ложки веерные «пятёрка» с бубенцами";"";"т1-лж-09";"RUB";"1875Р";"1";"";"";"";"";"";"Ложки веерные «пятёрка» с бубенцами";"";"";"lozhki-veernye-pyatёrka-s-bubentsami";"";"";"";"https://masteras.ru/wp-content/uploads/2015/11/lozhki-veernie-pjatjorka-s-bubentcami-t1-460x460.jpg"
